LoanID,CustomerID,LoanType,Amount,InterestRate,TermMonths,DisbursementDate
LOAN001913,CUST001837,Home,622799.26,10.66,360,2024-08-30
LOAN001914,CUST000116,Vehicle,206012.64,21.91,48,2025-11-04
LOAN001915,CUST002332,Home,1185178.82,22.77,360,2021-08-09
LOAN001916,CUST000346,Personal,46873.89,11.37,36,2023-08-22
LOAN001917,CUST002320,Home,1780353.34,8.11,180,19/03/2023
LOAN001918,CUST000837,Vehicle,215618.2,24.51,60,02/10/2024
LOAN001919,CUST001617,Vehicle,164179.27,14.9,60,22/01/2022
LOAN001920,CUST002311,Personal,140474.57,13.69,36,2026-01-21
LOAN001921,CUST000013,Vehicle,231117.55,13.04,240,27/01/2023
LOAN001922,CUST000161,Home,522425.62,10.61,240,2023-11-11
LOAN001923,CUST001834,Personal,96086.48,10.13,60,25/06/2022
LOAN001924,CUST000191,Home,1585322.14,16.66,180,2021-09-03
LOAN001925,CUST000243,Home,327907.47,21.23,240,19/07/2025
LOAN001926,CUST000487,Vehicle,87164.19,14.95,120,2023-10-24
LOAN001927,CUST000366,Personal,54775.08,11.52,48,26/05/2024
LOAN001928,CUST000173,Personal,107171.07,8.22,12,15/09/2023
LOAN001929,CUST000533,Home,357658.56,18.4,180,2023-07-13
LOAN001930,CUST001271,Home,1270154.8,18.06,360,01/09/2025
LOAN001931,CUST002661,Vehicle,261107.78,21.84,120,2022-10-22
LOAN001932,CUST001653,Vehicle,189806.19,12.6,24,2023-05-27
LOAN001933,CUST000399,Personal,49138.2,15.93,120,2023-03-25
LOAN001934,CUST002634,Personal,55674.34,19.12,240,26/11/2024
LOAN001935,CUST001645,Home,1782345.17,19.72,360,2023-01-16
LOAN001936,CUST002248,Personal,110796.52,7.82,120,05/05/2026
LOAN001937,CUST002816,Home,1731687.03,17.51,120,2025-11-18
LOAN001938,CUST000864,Vehicle,341020.12,8.78,48,2025-04-27
LOAN001939,CUST002185,Vehicle,286959.99,23.35,48,2025-12-30
LOAN001940,CUST001556,Personal,134531.08,17.99,36,2024-01-23
LOAN001941,CUST001070,Vehicle,278131.54,23.64,36,21/08/2023
LOAN001942,CUST000898,Personal,58605.4,14.84,36,2025-05-17
LOAN001943,CUST002393,Home,1150983.61,13.67,180,05/04/2026
LOAN001944,CUST000153,Vehicle,333906.91,17.16,36,16/07/2023
LOAN001945,CUST001380,Personal,72605.86,20.97,240,2021-09-15
LOAN001946,CUST001086,Home,772166.61,22.02,120,01/02/2024
LOAN001947,CUST001076,Home,1009567.47,20.83,240,07/02/2026
LOAN001948,CUST002049,Personal,67370.35,20.37,120,2025-12-05
LOAN001949,CUST001512,Vehicle,389956.01,11.97,120,2026-04-25
LOAN001950,CUST002437,Personal,140143.88,16.3,36,16/03/2026
LOAN001951,CUST001820,Personal,8033.11,11.79,24,17/07/2022
LOAN001952,CUST002745,Home,831179.26,14.75,360,08/05/2026
LOAN001953,CUST000014,Home,505810.84,21.36,240,07/04/2025
LOAN001954,CUST001447,Vehicle,226855.74,13.44,36,2022-03-16
LOAN001955,CUST000362,Vehicle,303726.03,11.12,24,16/03/2023
LOAN001956,CUST002358,Personal,130147.86,19.11,12,15/04/2026
LOAN001957,CUST001972,Personal,131256.29,13.4,240,04/05/2026
LOAN001958,CUST002652,Home,1155640.36,22.76,240,2023-02-01
LOAN001959,CUST000771,Vehicle,117346.88,11.08,48,2025-05-02
LOAN001960,CUST000432,Vehicle,190183.51,20.26,60,2025-07-05
LOAN001961,CUST001678,Personal,63972.9,9.68,24,28/10/2023
LOAN001962,CUST002076,Vehicle,538685.96,21.31,36,2022-05-19
LOAN001963,CUST002623,Vehicle,280097.83,19.79,48,27/07/2021
LOAN001964,CUST002501,Vehicle,230554.95,10.87,60,2022-04-17
LOAN001965,CUST002981,Personal,65476.83,20.55,24,28/11/2025
LOAN001966,CUST002813,Home,1505838.52,13.25,120,18/01/2023
LOAN001967,CUST000765,Vehicle,340725.9,8.05,240,2021-12-17
LOAN001968,CUST001982,Home,1512380.27,15.33,120,2022-09-23
LOAN001969,CUST000776,Home,370092.37,10.97,180,26/07/2022
LOAN001970,CUST001631,Vehicle,346287.25,14.51,12,2022-01-04
LOAN001971,CUST002446,Personal,41181.97,11.36,12,08/10/2022
LOAN001972,CUST000988,Personal,15434.59,17.3,120,2024-12-07
LOAN001973,CUST002375,Home,742154.22,21.48,240,2025-09-22
LOAN001974,CUST000752,Vehicle,340056.19,11.6,240,29/05/2023
LOAN001975,CUST002675,Home,975202.73,10.54,360,2023-11-30
LOAN001976,CUST000593,Home,1140576.68,23.74,180,06/04/2023
LOAN001977,CUST001746,Personal,97557.55,24.23,240,2023-11-19
LOAN001978,CUST002169,Personal,53915.87,12.53,12,2024-12-11
LOAN001979,CUST002669,Home,1735398.31,7.81,360,2025-01-01
LOAN001980,CUST001957,Vehicle,99328.53,18.68,60,2026-01-21
LOAN001981,CUST001716,Home,1011279.06,17.11,180,08/11/2024
LOAN001982,CUST000172,Vehicle,165258.68,15.2,36,2025-08-27
LOAN001983,CUST000339,Home,391658.7,23.57,360,2025-01-15
LOAN001984,CUST000108,Vehicle,393441.38,23.39,24,27/04/2025
LOAN001985,CUST000030,Vehicle,493967.52,18.51,48,14/01/2022
LOAN001986,CUST002555,Home,1703052.12,16.61,360,2022-03-13
LOAN001987,CUST000714,Personal,38500.29,10.16,36,2025-04-27
LOAN001988,CUST001344,Personal,24601.68,11.95,240,2022-03-22
LOAN001989,CUST002005,Home,1750934.82,20.91,240,15/05/2025
LOAN001990,CUST001479,Home,445039.86,17.94,240,25/12/2025
LOAN001991,CUST002352,Vehicle,407170.56,10.52,240,07/08/2025
LOAN001992,CUST001959,Home,998854.64,22.16,180,27/02/2025
LOAN001993,CUST002229,Vehicle,225674.22,11.75,36,27/08/2023
LOAN001994,CUST000129,Home,1786656.06,18.24,360,2023-07-03
LOAN001995,CUST000319,Vehicle,155301.47,21.31,120,01/12/2021
LOAN001996,CUST000451,Vehicle,180331.91,21.53,24,20/12/2023
LOAN001997,CUST000342,Vehicle,89560.98,12.94,12,2025-03-17
LOAN001998,CUST001339,Personal,133565.09,10.73,24,13/06/2024
LOAN001999,CUST002323,Personal,148001.52,11.1,120,28/08/2022
LOAN002000,CUST000947,Vehicle,287276.07,9.54,24,2024-07-23
LOAN002001,CUST000032,Home,1234548.72,8.61,120,2025-05-05
LOAN002002,CUST001906,Vehicle,382682.9,23.53,36,20/05/2023
LOAN002003,CUST001483,Personal,53495.12,8.0,60,2023-03-28
LOAN002004,CUST001363,Vehicle,517582.66,14.69,240,13/08/2025
LOAN002005,CUST001495,Personal,97464.71,17.91,24,2024-07-27
LOAN002006,CUST000983,Home,705673.0,18.85,120,2025-04-06
LOAN002007,CUST001542,Personal,107156.35,15.83,240,2026-01-24
LOAN002008,CUST001208,Personal,62543.6,17.61,24,2024-09-28
LOAN002009,CUST002376,Home,1048510.64,8.26,240,31/03/2022
LOAN002010,CUST002795,Personal,77264.48,18.36,48,28/06/2022
LOAN002011,CUST001294,Vehicle,164871.62,16.67,12,2022-08-09
LOAN002012,CUST000434,Home,1241524.78,13.02,360,2023-09-16
LOAN002013,CUST001200,Personal,14670.24,19.71,24,28/03/2023
LOAN002014,CUST002756,Home,1942460.14,23.77,120,13/10/2024
LOAN002015,CUST001081,Personal,138847.92,9.11,120,2023-08-30
LOAN002016,CUST002682,Vehicle,241338.0,8.43,36,20/12/2022
LOAN002017,CUST002661,Home,308354.56,24.56,120,2023-06-21
LOAN002018,CUST000428,Home,1840805.83,11.09,360,2025-08-09
LOAN002019,CUST000371,Personal,20011.67,19.07,24,2021-09-26
LOAN002020,CUST002405,Home,1893789.66,14.12,360,13/04/2026
LOAN002021,CUST001191,Home,408207.29,22.39,240,22/08/2023
LOAN002022,CUST000609,Vehicle,307597.39,22.32,240,2022-05-15
LOAN002023,CUST000707,Personal,66066.14,12.77,120,2024-12-03
LOAN002024,CUST002699,Personal,41754.44,14.39,36,02/09/2025
LOAN002025,CUST000256,Personal,44838.83,18.71,24,08/11/2023
LOAN002026,CUST001072,Personal,112639.84,14.47,60,2021-12-21
LOAN002027,CUST002572,Vehicle,500653.42,19.71,12,2024-12-09
LOAN002028,CUST000265,Personal,45466.26,22.21,24,24/01/2022
LOAN002029,CUST000404,Home,852078.0,23.97,180,22/10/2025
LOAN002030,CUST002645,Vehicle,97541.02,21.79,36,2025-07-08
LOAN002031,CUST000427,Personal,105199.4,23.71,120,16/08/2021
LOAN002032,CUST002801,Vehicle,205891.75,7.71,12,19/02/2023
LOAN002033,CUST001755,Vehicle,412266.71,17.53,60,23/05/2024
LOAN002034,CUST000057,Home,390972.16,12.27,180,16/06/2023
LOAN002035,CUST002042,Vehicle,227409.89,11.68,36,21/10/2023
LOAN002036,CUST002494,Vehicle,511485.76,15.66,240,16/12/2023
LOAN002037,CUST001476,Vehicle,301817.06,10.22,240,15/04/2026
LOAN002038,CUST001310,Personal,16092.96,8.35,240,2023-07-17
LOAN002039,CUST002124,Vehicle,554207.06,13.2,12,12/05/2025
LOAN002040,CUST002541,Vehicle,415017.12,13.74,120,2023-01-21
LOAN002041,CUST001979,Home,1417243.5,23.54,240,2022-11-02
LOAN002042,CUST001632,Vehicle,459559.17,16.29,48,07/09/2024
LOAN002043,CUST001180,Personal,112446.52,8.84,24,2024-07-14
LOAN002044,CUST002954,Personal,91539.92,20.09,120,06/07/2025
LOAN002045,CUST000107,Personal,112252.66,16.38,60,2023-10-13
LOAN002046,CUST002736,Home,642353.27,21.8,180,26/05/2023
LOAN002047,CUST000657,Vehicle,368293.21,11.15,240,2023-11-23
LOAN002048,CUST002827,Personal,52751.93,19.83,12,2023-03-20
LOAN002049,CUST001740,Vehicle,543798.3,10.54,12,13/03/2024
LOAN002050,CUST000715,Vehicle,127803.06,16.14,36,12/05/2023
LOAN002051,CUST002008,Personal,25876.23,22.51,120,2025-06-06
LOAN002052,CUST001035,Personal,103053.94,10.72,60,23/05/2026
LOAN002053,CUST002082,Vehicle,138205.33,15.42,120,07/03/2024
LOAN002054,CUST000557,Personal,54645.02,19.04,60,15/06/2023
LOAN002055,CUST002354,Personal,143086.84,13.84,12,19/11/2024
LOAN002056,CUST001210,Home,1945191.98,19.18,360,2022-04-22
LOAN002057,CUST002133,Home,1294450.99,20.06,180,2023-03-23
LOAN002058,CUST000349,Home,1634288.22,11.66,180,2026-02-28
LOAN002059,CUST000208,Personal,100657.2,9.36,24,20/06/2024
LOAN002060,CUST001066,Home,1907416.53,14.55,180,16/07/2022
LOAN002061,CUST000699,Vehicle,449962.31,11.17,12,2025-07-25
LOAN002062,CUST001022,Personal,38081.35,16.61,48,22/02/2025
LOAN002063,CUST002948,Vehicle,569387.32,17.51,240,2023-10-21
LOAN002064,CUST001447,Vehicle,329619.89,17.28,60,21/10/2021
LOAN002065,CUST001738,Vehicle,144424.78,21.69,12,2022-12-14
LOAN002066,CUST002442,Personal,59488.7,11.14,240,2022-03-01
LOAN002067,CUST001106,Home,694204.71,19.93,240,2023-12-22
LOAN002068,CUST001793,Vehicle,224719.24,22.95,120,2023-05-16
LOAN002069,CUST002750,Vehicle,188609.9,11.85,12,09/12/2025
LOAN002070,CUST001801,Home,1731933.79,22.4,120,2024-12-10
LOAN002071,CUST002080,Personal,51526.59,16.53,120,2022-10-22
LOAN002072,CUST002736,Home,471900.11,17.16,120,2023-03-24
LOAN002073,CUST000559,Vehicle,596064.85,20.19,12,09/01/2023
LOAN002074,CUST002112,Home,1957986.83,15.96,240,06/08/2025
LOAN002075,CUST000411,Personal,72352.01,13.09,36,2024-03-27
LOAN002076,CUST001705,Personal,112808.23,19.35,48,12/06/2022
LOAN002077,CUST000955,Personal,98471.65,9.08,240,2023-04-28
LOAN002078,CUST001362,Vehicle,134263.23,13.36,60,2021-08-26
LOAN002079,CUST000780,Personal,91270.66,11.95,240,2023-03-01
LOAN002080,CUST000881,Personal,75711.58,15.95,12,2024-09-10
LOAN002081,CUST000060,Personal,65054.46,12.49,12,30/06/2024
LOAN002082,CUST000748,Vehicle,499354.49,21.91,48,28/04/2023
LOAN002083,CUST000999,Vehicle,370617.89,10.07,48,29/09/2021
LOAN002084,CUST002706,Personal,116326.8,18.04,60,14/03/2025
LOAN002085,CUST002558,Vehicle,555900.81,18.56,48,2022-10-15
LOAN002086,CUST002983,Personal,123094.52,8.1,120,24/12/2021
LOAN002087,CUST001286,Home,1424435.9,19.6,180,11/01/2022
LOAN002088,CUST001698,Personal,138457.01,16.89,240,21/02/2025
LOAN002089,CUST002987,Home,855291.33,15.28,120,05/09/2024
LOAN002090,CUST001481,Personal,9874.36,23.23,120,08/09/2023
LOAN002091,CUST000040,Vehicle,494733.54,17.31,36,2022-12-01
LOAN002092,CUST002464,Personal,21971.27,20.31,36,2026-05-07
LOAN002093,CUST002571,Personal,139089.56,8.86,36,2024-12-15
LOAN002094,CUST000079,Home,1216035.15,17.43,360,07/10/2022
LOAN002095,CUST000201,Home,910895.91,7.74,120,17/08/2025
LOAN002096,CUST001032,Personal,8262.29,18.34,36,03/09/2025
LOAN002097,CUST001806,Vehicle,583240.16,13.61,240,03/03/2025
LOAN002098,CUST001156,Home,1988989.47,14.4,180,2024-02-21
LOAN002099,CUST002854,Home,402881.99,15.69,120,27/10/2023
LOAN002100,CUST000438,Vehicle,138294.79,21.29,120,10/12/2021
LOAN002101,CUST001508,Home,1418387.89,17.35,120,2023-05-26
LOAN002102,CUST002037,Home,874937.14,11.97,120,15/04/2022
LOAN002103,CUST002957,Vehicle,331780.3,19.01,240,2026-05-16
LOAN002104,CUST000641,Personal,95747.3,19.69,240,2024-09-14
LOAN002105,CUST001540,Vehicle,164323.92,9.23,36,27/11/2025
LOAN002106,CUST001030,Home,1309314.39,19.39,180,2023-06-12
LOAN002107,CUST000361,Vehicle,545260.61,22.4,12,2026-05-22
LOAN002108,CUST002020,Home,762155.6,23.74,240,2021-12-14
LOAN002109,CUST002940,Vehicle,589149.16,22.45,12,16/02/2026
LOAN002110,CUST002353,Vehicle,238989.69,18.99,12,02/04/2025
LOAN002111,CUST000962,Home,1768688.61,22.85,360,2023-08-24
LOAN002112,CUST002025,Vehicle,518360.35,17.25,60,04/09/2021
LOAN002113,CUST001713,Personal,74370.69,21.47,48,29/03/2026
LOAN002114,CUST000607,Personal,70650.83,13.6,240,2022-10-30
LOAN002115,CUST001829,Vehicle,520273.81,12.84,60,11/10/2024
LOAN002116,CUST002835,Home,1480139.96,18.12,120,2025-11-28
LOAN002117,CUST000517,Vehicle,277884.91,13.46,36,2025-09-06
LOAN002118,CUST000064,Personal,70007.05,16.74,240,12/09/2023
LOAN002119,CUST002574,Home,1060749.42,14.02,120,20/02/2022
LOAN002120,CUST002749,Vehicle,461516.38,21.84,120,05/07/2022
LOAN002121,CUST001956,Home,815118.61,24.31,360,2022-11-06
LOAN002122,CUST000227,Home,1668430.01,9.84,360,21/01/2023
LOAN002123,CUST001049,Vehicle,271634.5,18.25,36,2024-02-04
LOAN002124,CUST001314,Vehicle,403952.93,15.47,60,08/10/2025
LOAN002125,CUST001095,Personal,58679.32,23.75,36,07/10/2022
LOAN002126,CUST001599,Home,872609.0,23.89,360,30/06/2025
LOAN002127,CUST000014,Personal,40093.74,19.83,24,29/05/2023
LOAN002128,CUST000041,Personal,149954.61,19.43,240,2023-11-22
LOAN002129,CUST001945,Home,1099253.57,14.27,180,23/04/2025
LOAN002130,CUST002275,Vehicle,111299.45,17.61,120,19/09/2023
LOAN002131,CUST000094,Personal,111630.26,11.58,48,29/03/2025
LOAN002132,CUST001783,Vehicle,177448.25,19.36,48,24/05/2025
LOAN002133,CUST000806,Home,1390422.28,19.54,240,2022-12-05
LOAN002134,CUST001771,Personal,144273.31,13.68,12,13/11/2024
LOAN002135,CUST001140,Home,1093958.55,16.04,180,16/07/2024
LOAN002136,CUST002787,Home,409870.33,14.95,180,15/01/2026
LOAN002137,CUST002488,Personal,128906.83,10.56,36,2024-11-25
LOAN002138,CUST002172,Personal,61288.58,8.58,48,2022-11-28
LOAN002139,CUST000806,Personal,12753.27,11.25,12,27/07/2023
LOAN002140,CUST001228,Vehicle,572409.76,11.53,48,28/08/2021
LOAN002141,CUST001153,Vehicle,485620.1,9.2,60,2023-08-09
LOAN002142,CUST002512,Personal,106022.07,9.55,60,2022-03-16
LOAN002143,CUST000280,Vehicle,216678.06,24.74,24,2022-11-17
LOAN002144,CUST001464,Vehicle,129104.63,17.77,48,2024-07-06
LOAN002145,CUST002306,Personal,99761.04,21.66,24,2026-05-14
LOAN002146,CUST002648,Home,954112.04,17.59,360,2023-02-17
LOAN002147,CUST002768,Personal,88223.94,11.12,60,27/08/2022
LOAN002148,CUST000652,Home,1449090.65,16.72,240,27/08/2021
LOAN002149,CUST000220,Home,1523160.59,20.29,240,2023-03-01
LOAN002150,CUST000325,Vehicle,490977.94,24.82,120,2021-11-17
LOAN002151,CUST001444,Personal,63149.51,10.94,36,25/12/2022
LOAN002152,CUST002768,Home,547672.79,20.97,240,2025-01-25
LOAN002153,CUST002898,Vehicle,370342.49,15.98,48,2025-08-20
LOAN002154,CUST002436,Vehicle,376085.69,8.88,36,2024-06-16
LOAN002155,CUST001054,Vehicle,343341.24,16.16,48,08/09/2024
LOAN002156,CUST000678,Vehicle,310419.05,17.88,120,08/03/2023
LOAN002157,CUST001991,Home,1573891.16,11.33,240,2023-06-25
LOAN002158,CUST001885,Personal,7646.19,21.52,12,2026-02-20
LOAN002159,CUST001018,Personal,91295.56,15.44,120,2021-08-17
LOAN002160,CUST000910,Home,1199485.16,21.43,360,30/03/2023
LOAN002161,CUST002711,Personal,16447.41,8.88,12,2023-04-09
LOAN002162,CUST000923,Vehicle,285746.88,24.11,240,2023-10-02
LOAN002163,CUST000269,Personal,74186.68,24.68,120,03/11/2023
LOAN002164,CUST001700,Home,456868.37,24.06,240,21/03/2025
LOAN002165,CUST001824,Personal,5987.7,11.21,120,2022-08-08
LOAN002166,CUST000342,Personal,125903.6,22.14,12,2024-12-30
LOAN002167,CUST000641,Personal,100776.68,8.84,48,2024-11-16
LOAN002168,CUST001704,Personal,142648.05,8.85,12,28/10/2022
LOAN002169,CUST000218,Home,1477184.4,10.48,360,21/09/2021
LOAN002170,CUST000170,Personal,146498.19,22.02,120,04/10/2025
LOAN002171,CUST000134,Personal,14300.95,24.15,240,29/04/2026
LOAN002172,CUST002899,Personal,17021.3,9.46,12,02/09/2024
LOAN002173,CUST001665,Vehicle,558920.63,8.51,120,2024-04-29
LOAN002174,CUST002026,Home,1626780.58,24.84,240,07/04/2023
LOAN002175,CUST001541,Home,856468.84,10.1,240,02/08/2022
LOAN002176,CUST001069,Home,764720.21,20.67,360,30/05/2026
LOAN002177,CUST000450,Vehicle,439969.3,21.08,48,20/05/2023
LOAN002178,CUST002043,Home,1795676.95,21.02,180,2023-01-01
LOAN002179,CUST000228,Personal,48515.85,13.92,48,2023-02-12
LOAN002180,CUST002008,Personal,87290.73,8.23,36,2024-11-19
LOAN002181,CUST000192,Home,1232283.32,12.07,240,17/09/2021
LOAN002182,CUST002557,Personal,135834.74,24.43,24,21/08/2024
LOAN002183,CUST002207,Personal,113564.39,8.55,60,21/05/2022
LOAN002184,CUST002097,Personal,14395.64,18.95,120,2023-04-18
LOAN002185,CUST000177,Home,1792202.36,12.6,360,09/09/2023
LOAN002186,CUST000614,Personal,64592.18,22.71,36,2026-06-19
LOAN002187,CUST000181,Home,1421091.23,14.97,120,2021-09-06
LOAN002188,CUST002442,Home,911910.37,20.52,180,10/05/2026
LOAN002189,CUST000498,Home,478113.35,22.56,240,2024-04-20
LOAN002190,CUST002818,Home,1654107.39,21.97,120,24/12/2023
LOAN002191,CUST000023,Home,488499.29,23.14,120,20/09/2022
LOAN002192,CUST001871,Vehicle,586437.69,15.1,36,05/02/2026
LOAN002193,CUST002819,Home,377759.29,9.11,180,2022-03-19
LOAN002194,CUST001061,Personal,85218.89,11.07,12,2024-07-20
LOAN002195,CUST002549,Personal,57545.15,15.94,36,2025-09-29
LOAN002196,CUST002819,Personal,66309.58,8.45,36,2022-01-16
LOAN002197,CUST001097,Personal,104611.24,21.56,240,22/08/2022
LOAN002198,CUST002210,Vehicle,461947.48,8.01,60,2026-06-12
LOAN002199,CUST000250,Vehicle,290602.41,16.76,24,16/05/2024
LOAN002200,CUST001466,Personal,112733.28,16.04,24,2022-06-11
LOAN002201,CUST002678,Personal,128235.87,14.43,12,2022-05-07
LOAN002202,CUST002551,Home,1832598.61,9.34,240,2025-05-23
LOAN002203,CUST000622,Home,943934.14,24.6,360,06/03/2025
LOAN002204,CUST001581,Home,974164.85,22.39,180,2023-07-16
LOAN002205,CUST002000,Personal,118179.51,10.77,60,2023-07-30
LOAN002206,CUST000189,Personal,94730.26,21.51,36,2025-04-06
LOAN002207,CUST000837,Home,331180.26,21.81,360,16/08/2023
LOAN002208,CUST000481,Personal,123497.46,20.63,36,2024-07-06
LOAN002209,CUST001177,Vehicle,360754.66,24.77,60,2023-02-19
LOAN002210,CUST000024,Vehicle,200348.0,12.31,12,2023-05-09
LOAN002211,CUST000006,Personal,106726.61,19.84,48,31/01/2022
LOAN002212,CUST001927,Personal,60652.89,13.99,24,2025-12-01
LOAN002213,CUST002272,Home,1802082.17,21.79,240,2026-04-16
LOAN002214,CUST000655,Home,515030.02,22.27,120,24/04/2025
LOAN002215,CUST001314,Home,1996238.62,23.53,120,2023-02-17
LOAN002216,CUST001346,Personal,134778.36,12.7,48,2024-03-14
LOAN002217,CUST001260,Vehicle,227029.79,7.92,48,2023-06-30
LOAN002218,CUST001411,Vehicle,81387.69,12.98,24,2025-10-16
LOAN002219,CUST001310,Personal,58715.45,22.15,12,2024-01-01
LOAN002220,CUST001793,Personal,32336.91,17.12,12,06/11/2023
LOAN002221,CUST000501,Vehicle,86998.54,11.12,36,2025-08-18
LOAN002222,CUST000380,Vehicle,92746.69,21.8,120,2023-10-11
LOAN002223,CUST001058,Personal,8199.53,18.5,48,2026-02-10
LOAN002224,CUST000886,Home,935259.07,21.46,180,2022-06-10
LOAN002225,CUST002301,Home,1362444.42,17.45,360,26/12/2022
LOAN002226,CUST002324,Home,1091295.39,23.78,120,09/03/2024
LOAN002227,CUST001504,Personal,128361.8,14.68,12,18/03/2023
LOAN002228,CUST000505,Personal,68646.02,11.04,240,2023-11-06
LOAN002229,CUST002193,Vehicle,151189.84,24.7,36,2022-05-31
LOAN002230,CUST000777,Vehicle,380873.29,14.99,240,2026-01-11
LOAN002231,CUST001291,Home,1478681.05,19.56,240,14/06/2023
LOAN002232,CUST002225,Home,1238269.67,17.66,120,2024-10-11
LOAN002233,CUST002188,Home,695607.94,15.29,120,11/05/2026
LOAN002234,CUST000528,Home,707750.86,10.95,120,02/08/2023
LOAN002235,CUST002123,Personal,122515.21,16.64,120,2024-09-11
LOAN002236,CUST000111,Personal,100905.13,18.12,36,2024-08-11
LOAN002237,CUST002238,Home,309805.16,23.45,180,01/04/2022
LOAN002238,CUST001593,Home,1094413.49,8.25,180,2024-08-12
LOAN002239,CUST000830,Home,1547275.68,14.69,360,2026-06-25
LOAN002240,CUST002273,Home,1992460.86,20.98,120,2024-07-07
LOAN002241,CUST000383,Personal,32536.55,18.09,12,2025-03-02
LOAN002242,CUST000407,Home,385638.99,16.61,240,21/03/2026
LOAN002243,CUST002688,Personal,20125.33,21.93,240,02/03/2023
LOAN002244,CUST002071,Personal,63545.93,18.79,24,2022-10-18
LOAN002245,CUST001635,Home,1275766.39,22.35,360,2024-05-14
LOAN002246,CUST001514,Personal,75519.83,10.49,24,21/11/2023
LOAN002247,CUST002776,Home,1879128.41,15.32,120,2022-01-05
LOAN002248,CUST001870,Personal,96537.92,24.79,240,22/05/2023
LOAN002249,CUST001083,Personal,36456.84,17.22,24,2025-03-22
LOAN002250,CUST001055,Vehicle,540216.19,23.3,36,29/11/2025
LOAN002251,CUST002188,Vehicle,495135.05,11.79,36,13/10/2024
LOAN002252,CUST002599,Home,841142.86,9.86,360,2024-04-13
LOAN002253,CUST000122,Personal,19494.03,14.85,120,24/10/2025
LOAN002254,CUST002482,Vehicle,246491.74,22.88,120,01/10/2025
LOAN002255,CUST002969,Vehicle,92634.21,17.17,48,2022-05-11
LOAN002256,CUST002892,Home,1867988.55,23.54,240,2023-05-20
LOAN002257,CUST000095,Home,1011055.99,12.5,360,2025-11-13
LOAN002258,CUST000963,Home,844056.32,18.49,120,05/06/2022
LOAN002259,CUST001958,Personal,108588.77,19.13,12,06/03/2026
LOAN002260,CUST001033,Personal,44164.58,11.78,120,2026-02-05
LOAN002261,CUST001442,Home,570384.88,18.8,120,25/02/2023
LOAN002262,CUST001805,Home,354444.35,16.56,120,03/01/2023
LOAN002263,CUST001206,Home,1598755.03,14.57,360,19/12/2025
LOAN002264,CUST001297,Personal,21942.41,22.16,120,01/08/2022
LOAN002265,CUST000614,Vehicle,425274.09,12.08,36,01/11/2023
LOAN002266,CUST001898,Home,1337225.08,10.32,120,09/10/2022
LOAN002267,CUST001288,Home,374241.36,24.71,120,14/07/2024
LOAN002268,CUST002282,Personal,38011.37,14.58,24,2026-06-08
LOAN002269,CUST002482,Personal,94341.47,16.63,120,2025-06-26
LOAN002270,CUST001726,Personal,56931.97,10.75,60,09/05/2026
LOAN002271,CUST002037,Home,402672.47,12.18,240,2024-01-10
LOAN002272,CUST002892,Vehicle,418948.07,12.81,12,2022-02-10
LOAN002273,CUST000129,Home,694084.59,8.41,360,2024-07-15
LOAN002274,CUST002608,Personal,124178.78,21.91,48,13/03/2023
LOAN002275,CUST000343,Personal,46287.75,7.61,240,2026-02-03
LOAN002276,CUST001266,Home,1718702.75,13.41,240,08/05/2022
LOAN002277,CUST001101,Vehicle,326776.6,22.36,60,2023-11-03
LOAN002278,CUST002666,Vehicle,235020.18,19.52,240,2026-04-20
LOAN002279,CUST002764,Vehicle,147877.52,17.07,120,07/08/2021
LOAN002280,CUST000647,Vehicle,339518.94,9.4,24,22/09/2021
LOAN002281,CUST000188,Home,1831665.68,20.54,120,2024-11-23
LOAN002282,CUST000484,Vehicle,470523.76,21.66,12,2025-10-31
LOAN002283,CUST000138,Personal,101997.11,24.04,36,18/06/2026
LOAN002284,CUST001005,Home,1963867.63,12.9,240,22/10/2025
LOAN002285,CUST001459,Vehicle,304149.01,8.56,120,29/11/2021
LOAN002286,CUST000326,Personal,46244.95,8.92,36,14/08/2023
LOAN002287,CUST000788,Personal,27759.53,19.98,36,05/11/2022
LOAN002288,CUST002310,Home,1386836.02,23.72,240,2025-02-01
LOAN002289,CUST000671,Personal,42747.77,24.24,36,2022-02-28
LOAN002290,CUST002985,Personal,12211.41,11.52,36,2025-05-21
LOAN002291,CUST002888,Vehicle,578966.37,12.36,48,30/09/2024
LOAN002292,CUST001267,Personal,38045.69,13.5,120,11/03/2024
LOAN002293,CUST002997,Vehicle,339420.84,12.41,120,2021-09-06
LOAN002294,CUST001073,Home,1826677.5,18.57,180,07/12/2023
LOAN002295,CUST002089,Vehicle,158176.7,11.17,240,19/02/2025
LOAN002296,CUST002700,Personal,86623.46,22.64,240,2023-01-03
LOAN002297,CUST002514,Personal,91483.31,16.34,24,2023-07-11
LOAN002298,CUST000519,Personal,59994.19,14.87,60,11/08/2025
LOAN002299,CUST000738,Vehicle,583105.88,12.44,240,2025-05-07
LOAN002300,CUST000363,Personal,54646.17,13.79,60,09/05/2023
LOAN002301,CUST000480,Personal,43352.37,18.82,36,2025-02-02
LOAN002302,CUST002834,Home,750905.2,7.97,360,2024-01-31
LOAN002303,CUST002421,Home,667974.09,13.22,180,05/10/2024
LOAN002304,CUST001104,Personal,51788.33,22.41,120,2023-09-04
LOAN002305,CUST000640,Vehicle,458682.01,16.6,12,2022-03-05
