LoanID,DefaultFlag,DefaultDate
LOAN002629,No,
LOAN002630,No,
LOAN002631,No,
LOAN002632,No,
LOAN002633,No,
LOAN002634,No,
LOAN002635,No,
LOAN002636,No,
LOAN002637,No,
LOAN002638,No,
LOAN002639,No,
LOAN002640,No,
LOAN002641,No,
LOAN002642,No,
LOAN002643,No,
LOAN002644,No,
LOAN002645,Yes,20/11/2023
LOAN002646,No,
LOAN002647,No,
LOAN002648,No,
LOAN002649,No,
LOAN002650,No,
LOAN002651,No,
LOAN002652,No,
LOAN002653,No,
LOAN002654,No,
LOAN002655,No,
LOAN002656,No,
LOAN002657,No,
LOAN002658,No,
LOAN002659,No,
LOAN002660,No,
LOAN002661,No,
LOAN002662,No,
LOAN002663,No,
LOAN002664,No,
LOAN002665,Yes,2027-04-28
LOAN002666,Yes,17/04/2023
LOAN002667,No,
LOAN002668,No,
LOAN002669,No,
LOAN002670,No,
LOAN002671,No,
LOAN002672,No,
LOAN002673,No,
LOAN002674,No,
LOAN002675,No,
LOAN002676,No,
LOAN002677,No,
LOAN002678,No,
LOAN002679,No,
LOAN002680,No,
LOAN002681,No,
LOAN002682,No,
LOAN002683,Yes,2022-09-03
LOAN002684,No,
LOAN002685,No,
LOAN002686,No,
LOAN002687,No,
LOAN002688,No,
LOAN002689,Yes,2025-01-14
LOAN002690,No,
LOAN002691,No,
LOAN002692,No,
LOAN002693,No,
LOAN002694,No,
LOAN002695,No,
LOAN002696,No,
LOAN002697,No,
LOAN002698,No,
LOAN002699,No,
LOAN002700,No,
LOAN002701,No,
LOAN002702,No,
LOAN002703,No,
LOAN002704,No,
LOAN002705,No,
LOAN002706,Yes,2025-10-06
LOAN002707,No,
LOAN002708,No,
LOAN002709,No,
LOAN002710,No,
LOAN002711,No,
LOAN002712,No,
LOAN002713,No,
LOAN002714,No,
LOAN002715,No,
LOAN002716,No,
LOAN002717,No,
LOAN002718,No,
LOAN002719,No,
LOAN002720,No,
LOAN002721,No,
LOAN002722,Yes,11/04/2022
LOAN002723,No,
LOAN002724,No,
LOAN002725,No,
LOAN002726,Yes,09/08/2022
LOAN002727,No,
LOAN002728,No,
LOAN002729,No,
LOAN002730,No,
LOAN002731,No,
LOAN002732,No,
LOAN002733,No,
LOAN002734,No,
LOAN002735,No,
LOAN002736,No,
LOAN002737,No,
LOAN002738,No,
LOAN002739,No,
LOAN002740,No,
LOAN002741,No,
LOAN002742,Yes,05/02/2024
LOAN002743,No,
LOAN002744,No,
LOAN002745,No,
LOAN002746,No,
LOAN002747,No,
LOAN002748,No,
LOAN002749,No,
LOAN002750,No,
LOAN002751,No,
LOAN002752,No,
LOAN002753,Yes,16/07/2027
LOAN002754,No,
LOAN002755,No,
LOAN002756,No,
LOAN002757,No,
LOAN002758,No,
LOAN002759,No,
LOAN002760,No,
LOAN002761,No,
LOAN002762,No,
LOAN002763,No,
LOAN002764,Yes,25/05/2024
LOAN002765,No,
LOAN002766,No,
LOAN002767,No,
LOAN002768,No,
LOAN002769,No,
LOAN002770,Yes,2024-10-12
LOAN002771,No,
LOAN002772,No,
LOAN002773,No,
LOAN002774,No,
LOAN002775,No,
LOAN002776,No,
LOAN002777,No,
LOAN002778,Yes,22/06/2027
LOAN002779,No,
LOAN002780,No,
LOAN002781,No,
LOAN002782,No,
LOAN002783,No,
LOAN002784,No,
LOAN002785,No,
LOAN002786,No,
LOAN002787,No,
LOAN002788,No,
LOAN002789,No,
LOAN002790,No,
LOAN002791,No,
LOAN002792,No,
LOAN002793,No,
LOAN002794,No,
LOAN002795,No,
LOAN002796,No,
LOAN002797,Yes,2025-04-07
LOAN002798,No,
LOAN002799,No,
LOAN002800,No,
LOAN002801,Yes,2025-05-21
LOAN002802,No,
LOAN002803,No,
LOAN002804,No,
LOAN002805,No,
LOAN002806,No,
LOAN002807,No,
LOAN002808,No,
LOAN002809,No,
LOAN002810,No,
LOAN002811,No,
LOAN002812,No,
LOAN002813,No,
LOAN002814,No,
LOAN002815,No,
LOAN002816,No,
LOAN002817,Yes,2023-09-23
LOAN002818,No,
LOAN002819,No,
LOAN002820,No,
LOAN002821,No,
LOAN002822,No,
LOAN002823,No,
LOAN002824,No,
LOAN002825,No,
LOAN002826,No,
LOAN002827,No,
LOAN002828,No,
LOAN002829,No,
LOAN002830,No,
LOAN002831,No,
LOAN002832,No,
LOAN002833,No,
LOAN002834,No,
LOAN002835,Yes,08/09/2026
LOAN002836,No,
LOAN002837,No,
LOAN002838,No,
LOAN002839,No,
LOAN002840,No,
LOAN002841,No,
LOAN002842,No,
LOAN002843,No,
LOAN002844,No,
LOAN002845,No,
LOAN002846,No,
LOAN002847,No,
LOAN002848,No,
LOAN002849,No,
LOAN002850,No,
LOAN002851,No,
LOAN002852,No,
LOAN002853,No,
LOAN002854,No,
LOAN002855,No,
LOAN002856,Yes,20/06/2022
LOAN002857,No,
LOAN002858,No,
LOAN002859,No,
LOAN002860,No,
LOAN002861,No,
LOAN002862,No,
LOAN002863,No,
LOAN002864,No,
LOAN002865,No,
LOAN002866,No,
LOAN002867,No,
LOAN002868,No,
LOAN002869,No,
LOAN002870,No,
LOAN002871,No,
LOAN002872,No,
LOAN002873,No,
LOAN002874,No,
LOAN002875,No,
LOAN002876,No,
LOAN002877,No,
LOAN002878,No,
LOAN002879,No,
LOAN002880,No,
LOAN002881,No,
LOAN002882,No,
LOAN002883,No,
LOAN002884,No,
LOAN002885,No,
LOAN002886,No,
LOAN002887,No,
LOAN002888,Yes,2023-06-06
LOAN002889,No,
LOAN002890,No,
LOAN002891,No,
LOAN002892,No,
LOAN002893,No,
LOAN002894,No,
LOAN002895,No,
LOAN002896,No,
LOAN002897,Yes,2027-05-01
LOAN002898,No,
LOAN002899,No,
LOAN002900,Yes,17/08/2024
LOAN002901,No,
LOAN002902,No,
LOAN002903,No,
LOAN002904,No,
LOAN002905,No,
LOAN002906,No,
LOAN002907,No,
LOAN002908,No,
LOAN002909,No,
LOAN002910,No,
LOAN002911,No,
LOAN002912,No,
LOAN002913,No,
LOAN002914,No,
LOAN002915,No,
LOAN002916,No,
LOAN002917,No,
LOAN002918,No,
LOAN002919,No,
LOAN002920,No,
LOAN002921,Yes,09/07/2027
LOAN002922,No,
LOAN002923,Yes,05/04/2027
LOAN002924,No,
LOAN002925,No,
LOAN002926,No,
LOAN002927,No,
LOAN002928,Yes,2026-02-16
LOAN002929,No,
LOAN002930,No,
LOAN002931,No,
LOAN002932,No,
LOAN002933,No,
LOAN002934,No,
LOAN002935,No,
LOAN002936,No,
LOAN002937,No,
LOAN002938,No,
LOAN002939,No,
LOAN002940,No,
LOAN002941,No,
LOAN002942,Yes,17/04/2026
LOAN002943,No,
LOAN002944,No,
LOAN002945,No,
LOAN002946,No,
LOAN002947,No,
LOAN002948,No,
LOAN002949,No,
LOAN002950,No,
LOAN002951,No,
LOAN002952,No,
LOAN002953,No,
LOAN002954,No,
LOAN002955,No,
LOAN002956,No,
LOAN002957,No,
LOAN002958,No,
LOAN002959,No,
LOAN002960,No,
LOAN002961,Yes,02/06/2026
LOAN002962,No,
LOAN002963,No,
LOAN002964,No,
LOAN002965,Yes,18/02/2024
LOAN002966,No,
LOAN002967,Yes,2025-12-26
LOAN002968,No,
LOAN002969,No,
LOAN002970,No,
LOAN002971,No,
LOAN002972,No,
LOAN002973,No,
LOAN002974,No,
LOAN002975,No,
LOAN002976,No,
LOAN002977,No,
LOAN002978,No,
LOAN002979,Yes,03/05/2023
LOAN002980,No,
LOAN002981,No,
LOAN002982,No,
LOAN002983,No,
LOAN002984,No,
LOAN002985,No,
LOAN002986,No,
LOAN002987,Yes,2025-12-06
LOAN002988,No,
LOAN002989,No,
LOAN002990,No,
LOAN002991,No,
LOAN002992,No,
LOAN002993,No,
LOAN002994,No,
LOAN002995,Yes,2028-01-25
LOAN002996,No,
LOAN002997,No,
LOAN002998,No,
LOAN002999,No,
LOAN003000,No,
LOAN003001,No,
LOAN003002,No,
LOAN003003,Yes,20/10/2025
LOAN003004,No,
LOAN003005,No,
LOAN003006,No,
LOAN003007,No,
LOAN003008,No,
LOAN003009,No,
LOAN003010,No,
LOAN003011,No,
LOAN003012,No,
LOAN003013,No,
LOAN003014,No,
LOAN003015,No,
LOAN003016,No,
LOAN003017,No,
LOAN003018,No,
LOAN003019,No,
LOAN003020,No,
LOAN003021,No,
LOAN003022,No,
LOAN003023,No,
LOAN003024,No,
LOAN003025,No,
LOAN003026,No,
LOAN003027,No,
LOAN003028,No,
LOAN003029,No,
LOAN003030,No,
LOAN003031,No,
LOAN003032,No,
LOAN003033,No,
LOAN003034,No,
LOAN003035,No,
LOAN003036,No,
LOAN003037,No,
LOAN003038,No,
LOAN003039,No,
LOAN003040,No,
LOAN003041,No,
LOAN003042,No,
LOAN003043,No,
LOAN003044,No,
LOAN003045,No,
LOAN003046,No,
LOAN003047,No,
LOAN003048,No,
LOAN003049,No,
LOAN003050,No,
LOAN003051,No,
LOAN003052,No,
LOAN003053,No,
LOAN003054,Yes,2024-05-04
LOAN003055,No,
LOAN003056,No,
LOAN003057,No,
LOAN003058,No,
LOAN003059,No,
LOAN003060,No,
LOAN003061,No,
LOAN003062,No,
LOAN003063,No,
LOAN003064,No,
LOAN003065,No,
LOAN003066,No,
LOAN003067,No,
LOAN003068,No,
LOAN003069,No,
LOAN003070,No,
LOAN003071,No,
LOAN003072,No,
LOAN003073,No,
LOAN003074,No,
LOAN003075,No,
LOAN003076,No,
LOAN003077,No,
LOAN003078,No,
LOAN003079,No,
LOAN003080,No,
LOAN003081,No,
LOAN003082,No,
LOAN003083,No,
LOAN003084,No,
LOAN003085,No,
LOAN003086,No,
LOAN003087,No,
LOAN003088,No,
LOAN003089,No,
LOAN003090,No,
LOAN003091,No,
LOAN003092,No,
LOAN003093,No,
LOAN003094,No,
LOAN003095,No,
LOAN003096,No,
LOAN003097,No,
LOAN003098,No,
LOAN003099,No,
LOAN003100,No,
LOAN003101,No,
LOAN003102,No,
LOAN003103,Yes,09/02/2024
LOAN003104,No,
LOAN003105,No,
LOAN003106,No,
LOAN003107,No,
LOAN003108,No,
LOAN003109,No,
LOAN003110,Yes,08/09/2024
LOAN003111,No,
LOAN003112,No,
LOAN003113,No,
LOAN003114,No,
LOAN003115,No,
LOAN003116,No,
LOAN003117,No,
LOAN003118,No,
LOAN003119,No,
LOAN003120,No,
LOAN003121,No,
LOAN003122,No,
LOAN003123,No,
LOAN003124,No,
LOAN003125,No,
LOAN003126,No,
LOAN003127,No,
LOAN003128,No,
LOAN003129,No,
LOAN003130,No,
LOAN003131,No,
LOAN003132,No,
LOAN003133,No,
LOAN003134,No,
LOAN003135,No,
LOAN003136,No,
LOAN003137,No,
LOAN003138,No,
LOAN003139,No,
LOAN003140,No,
LOAN003141,No,
LOAN003142,No,
LOAN003143,No,
LOAN003144,No,
LOAN003145,Yes,02/12/2026
LOAN003146,No,
LOAN003147,No,
LOAN003148,No,
LOAN003149,Yes,2022-05-27
LOAN003150,No,
LOAN003151,No,
LOAN003152,No,
LOAN003153,No,
LOAN003154,No,
LOAN003155,No,
LOAN003156,No,
LOAN003157,No,
LOAN003158,No,
LOAN003159,No,
LOAN003160,No,
LOAN003161,No,
LOAN003162,No,
LOAN003163,No,
LOAN003164,No,
LOAN003165,No,
LOAN003166,No,
LOAN003167,No,
LOAN003168,No,
LOAN003169,No,
LOAN003170,No,
LOAN003171,No,
LOAN003172,No,
LOAN003173,No,
LOAN003174,No,
LOAN003175,No,
LOAN003176,No,
LOAN003177,No,
LOAN003178,Yes,11/03/2027
LOAN003179,No,
LOAN003180,Yes,2022-07-10
LOAN003181,No,
LOAN003182,No,
LOAN003183,No,
LOAN003184,No,
LOAN003185,No,
LOAN003186,No,
LOAN003187,No,
LOAN003188,No,
LOAN003189,Yes,14/09/2026
LOAN003190,No,
LOAN003191,No,
LOAN003192,No,
LOAN003193,No,
LOAN003194,Yes,09/03/2024
LOAN003195,No,
LOAN003196,No,
LOAN003197,No,
LOAN003198,No,
LOAN003199,No,
LOAN003200,No,
LOAN003201,No,
LOAN003202,No,
LOAN003203,No,
LOAN003204,No,
LOAN003205,No,
LOAN003206,No,
LOAN003207,No,
LOAN003208,Yes,2025-01-27
LOAN003209,No,
LOAN003210,No,
LOAN003211,No,
LOAN003212,No,
LOAN003213,No,
LOAN003214,No,
LOAN003215,No,
LOAN003216,No,
LOAN003217,No,
LOAN003218,No,
LOAN003219,No,
LOAN003220,No,
LOAN003221,No,
LOAN003222,No,
LOAN003223,No,
LOAN003224,No,
LOAN003225,No,
LOAN003226,No,
LOAN003227,No,
LOAN003228,No,
LOAN003229,No,
LOAN003230,Yes,2026-12-18
LOAN003231,No,
LOAN003232,No,
LOAN003233,No,
LOAN003234,No,
LOAN003235,Yes,07/05/2026
LOAN003236,No,
LOAN003237,Yes,2026-01-15
LOAN003238,No,
LOAN003239,No,
LOAN003240,No,
LOAN003241,No,
LOAN003242,No,
LOAN003243,No,
LOAN003244,No,
LOAN003245,No,
LOAN003246,Yes,2024-10-05
LOAN003247,No,
LOAN003248,Yes,13/03/2026
LOAN003249,No,
LOAN003250,No,
LOAN003251,No,
LOAN003252,No,
LOAN003253,No,
LOAN003254,No,
LOAN003255,No,
LOAN003256,No,
LOAN003257,No,
LOAN003258,No,
LOAN003259,No,
LOAN003260,No,
LOAN003261,No,
LOAN003262,No,
LOAN003263,No,
LOAN003264,No,
LOAN003265,No,
LOAN003266,No,
LOAN003267,No,
LOAN003268,No,
LOAN003269,No,
LOAN003270,No,
LOAN003271,No,
LOAN003272,No,
LOAN003273,No,
LOAN003274,No,
LOAN003275,No,
LOAN003276,No,
LOAN003277,No,
LOAN003278,No,
LOAN003279,No,
LOAN003280,No,
LOAN003281,No,
LOAN003282,No,
LOAN003283,No,
LOAN003284,No,
LOAN003285,No,
LOAN003286,No,
LOAN003287,No,
LOAN003288,No,
LOAN003289,No,
LOAN003290,No,
LOAN003291,No,
LOAN003292,No,
LOAN003293,No,
LOAN003294,No,
LOAN003295,No,
LOAN003296,No,
LOAN003297,No,
LOAN003298,No,
LOAN003299,No,
LOAN003300,No,
LOAN003301,No,
LOAN003302,Yes,07/01/2024
LOAN003303,No,
LOAN003304,No,
LOAN003305,No,
LOAN003306,No,
LOAN003307,No,
LOAN003308,No,
LOAN003309,No,
LOAN003310,No,
LOAN003311,No,
LOAN003312,No,
LOAN003313,No,
LOAN003314,No,
LOAN003315,No,
LOAN003316,No,
LOAN003317,No,
LOAN003318,No,
LOAN003319,No,
LOAN003320,No,
LOAN003321,No,
LOAN003322,No,
LOAN003323,Yes,2024-10-19
LOAN003324,No,
LOAN003325,No,
LOAN003326,No,
LOAN003327,Yes,2023-07-20
LOAN003328,No,
LOAN003329,No,
LOAN003330,No,
LOAN003331,No,
LOAN003332,No,
LOAN003333,No,
LOAN003334,No,
LOAN003335,No,
LOAN003336,No,
LOAN003337,No,
LOAN003338,No,
LOAN003339,No,
LOAN003340,No,
LOAN003341,No,
LOAN003342,No,
LOAN003343,No,
LOAN003344,No,
LOAN003345,No,
LOAN003346,Yes,12/03/2026
LOAN003347,No,
LOAN003348,No,
LOAN003349,No,
LOAN003350,No,
LOAN003351,No,
LOAN003352,No,
LOAN003353,No,
LOAN003354,No,
LOAN003355,No,
LOAN003356,No,
LOAN003357,No,
LOAN003358,No,
LOAN003359,No,
LOAN003360,No,
LOAN003361,No,
LOAN003362,Yes,03/09/2022
LOAN003363,No,
LOAN003364,No,
LOAN003365,No,
LOAN003366,Yes,11/11/2025
LOAN003367,No,
LOAN003368,No,
LOAN003369,No,
LOAN003370,No,
LOAN003371,No,
LOAN003372,No,
LOAN003373,No,
LOAN003374,No,
LOAN003375,No,
LOAN003376,No,
LOAN003377,No,
LOAN003378,No,
LOAN003379,No,
LOAN003380,No,
LOAN003381,No,
LOAN003382,No,
LOAN003383,No,
LOAN003384,No,
LOAN003385,No,
LOAN003386,Yes,2025-04-27
LOAN003387,No,
LOAN003388,No,
LOAN003389,No,
LOAN003390,No,
LOAN003391,No,
LOAN003392,No,
LOAN003393,No,
LOAN003394,No,
LOAN003395,No,
LOAN003396,No,
LOAN003397,No,
LOAN003398,No,
LOAN003399,No,
LOAN003400,No,
LOAN003401,No,
LOAN003402,No,
LOAN003403,No,
LOAN003404,No,
LOAN003405,No,
LOAN003406,No,
LOAN003407,No,
LOAN003408,No,
LOAN003409,Yes,07/10/2022
LOAN003410,No,
LOAN003411,Yes,2024-02-13
LOAN003412,No,
LOAN003413,No,
LOAN003414,No,
LOAN003415,No,
LOAN003416,Yes,23/09/2025
LOAN003417,No,
LOAN003418,No,
LOAN003419,No,
LOAN003420,No,
LOAN003421,No,
LOAN003422,No,
LOAN003423,No,
LOAN003424,No,
LOAN003425,No,
LOAN003426,No,
LOAN003427,No,
LOAN003428,No,
LOAN003429,No,
LOAN003430,No,
LOAN003431,No,
LOAN003432,No,
LOAN003433,No,
LOAN003434,No,
LOAN003435,No,
LOAN003436,No,
LOAN003437,No,
LOAN003438,No,
LOAN003439,No,
LOAN003440,No,
LOAN003441,No,
LOAN003442,No,
LOAN003443,No,
LOAN003444,No,
LOAN003445,No,
LOAN003446,No,
LOAN003447,No,
LOAN003448,No,
LOAN003449,No,
LOAN003450,No,
LOAN003451,No,
LOAN003452,No,
LOAN003453,No,
LOAN003454,No,
LOAN003455,No,
LOAN003456,No,
LOAN003457,No,
LOAN003458,No,
LOAN003459,No,
LOAN003460,No,
LOAN003461,No,
LOAN003462,No,
LOAN003463,No,
LOAN003464,No,
LOAN003465,No,
LOAN003466,Yes,2025-10-04
LOAN003467,No,
LOAN003468,No,
LOAN003469,No,
LOAN003470,No,
LOAN003471,No,
LOAN003472,No,
LOAN003473,No,
LOAN003474,No,
LOAN003475,No,
LOAN003476,No,
LOAN003477,No,
LOAN003478,Yes,07/08/2024
LOAN003479,No,
LOAN003480,Yes,2025-02-02
LOAN003481,No,
LOAN003482,No,
LOAN003483,No,
LOAN003484,No,
LOAN003485,No,
LOAN003486,No,
LOAN003487,No,
LOAN003488,No,
LOAN003489,Yes,07/12/2022
LOAN003490,Yes,06/11/2025
LOAN003491,No,
LOAN003492,No,
LOAN003493,No,
LOAN003494,No,
LOAN003495,No,
LOAN003496,No,
LOAN003497,No,
LOAN003498,No,
LOAN003499,No,
LOAN003500,No,
LOAN003501,No,
LOAN003502,No,
LOAN003503,No,
LOAN003504,No,
LOAN003505,No,
LOAN003506,No,
LOAN003507,No,
LOAN003508,No,
LOAN003509,No,
LOAN003510,No,
LOAN003511,No,
LOAN003512,No,
LOAN003513,No,
LOAN003514,No,
LOAN003515,Yes,09/07/2026
LOAN003516,No,
LOAN003517,No,
LOAN003518,No,
LOAN003519,No,
LOAN003520,No,
LOAN003521,Yes,2026-01-15
LOAN003522,No,
LOAN003523,No,
LOAN003524,No,
LOAN003525,No,
LOAN003526,No,
LOAN003527,No,
LOAN003528,No,
LOAN003529,No,
LOAN003530,No,
LOAN003531,No,
LOAN003532,No,
LOAN003533,No,
LOAN003534,Yes,13/11/2025
LOAN003535,Yes,2025-03-17
LOAN003536,No,
LOAN003537,No,
LOAN003538,No,
LOAN003539,No,
LOAN003540,No,
LOAN003541,No,
LOAN003542,No,
LOAN003543,No,
LOAN003544,No,
LOAN003545,No,
LOAN003546,Yes,04/05/2025
LOAN003547,No,
LOAN003548,No,
LOAN003549,No,
LOAN003550,No,
LOAN003551,No,
LOAN003552,No,
LOAN003553,No,
LOAN003554,No,
LOAN003555,No,
LOAN003556,No,
LOAN003557,No,
LOAN003558,No,
LOAN003559,No,
LOAN003560,No,
LOAN003561,No,
LOAN003562,No,
LOAN003563,No,
LOAN003564,No,
LOAN003565,No,
LOAN003566,No,
LOAN003567,No,
LOAN003568,No,
LOAN003569,No,
LOAN003570,No,
LOAN003571,No,
LOAN003572,No,
LOAN003573,No,
LOAN003574,No,
LOAN003575,No,
LOAN003576,No,
LOAN003577,No,
LOAN003578,No,
LOAN003579,No,
LOAN003580,No,
LOAN003581,No,
LOAN003582,No,
LOAN003583,No,
LOAN003584,No,
LOAN003585,No,
LOAN003586,No,
LOAN003587,No,
LOAN003588,No,
LOAN003589,Yes,2024-07-06
LOAN003590,No,
LOAN003591,No,
LOAN003592,No,
LOAN003593,No,
LOAN003594,No,
LOAN003595,No,
LOAN003596,No,
LOAN003597,No,
LOAN003598,No,
LOAN003599,No,
LOAN003600,No,
LOAN003601,No,
LOAN003602,No,
LOAN003603,No,
LOAN003604,No,
LOAN003605,No,
LOAN003606,No,
LOAN003607,No,
LOAN003608,Yes,20/01/2028
LOAN003609,No,
LOAN003610,No,
LOAN003611,No,
LOAN003612,No,
LOAN003613,Yes,03/07/2026
LOAN003614,No,
LOAN003615,No,
LOAN003616,No,
LOAN003617,No,
LOAN003618,No,
LOAN003619,No,
LOAN003620,No,
LOAN003621,No,
LOAN003622,No,
LOAN003623,No,
LOAN003624,No,
LOAN003625,No,
LOAN003626,No,
LOAN003627,No,
LOAN003628,No,
LOAN003629,No,
LOAN003630,No,
LOAN003631,No,
LOAN003632,No,
LOAN003633,No,
LOAN003634,No,
LOAN003635,No,
LOAN003636,No,
LOAN003637,No,
LOAN003638,Yes,2026-11-26
LOAN003639,No,
LOAN003640,No,
LOAN003641,No,
LOAN003642,No,
LOAN003643,No,
LOAN003644,No,
LOAN003645,No,
LOAN003646,No,
LOAN003647,No,
LOAN003648,No,
LOAN003649,No,
LOAN003650,No,
LOAN003651,No,
LOAN003652,No,
LOAN003653,No,
LOAN003654,No,
LOAN003655,No,
LOAN003656,No,
LOAN003657,No,
LOAN003658,No,
LOAN003659,No,
LOAN003660,No,
LOAN003661,No,
LOAN003662,No,
LOAN003663,No,
LOAN003664,No,
LOAN003665,No,
LOAN003666,No,
LOAN003667,No,
LOAN003668,No,
LOAN003669,Yes,04/05/2026
LOAN003670,No,
LOAN003671,Yes,2024-09-19
LOAN003672,No,
LOAN003673,No,
LOAN003674,No,
LOAN003675,No,
LOAN003676,No,
LOAN003677,No,
LOAN003678,No,
LOAN003679,No,
LOAN003680,No,
LOAN003681,No,
LOAN003682,No,
LOAN003683,No,
LOAN003684,No,
LOAN003685,No,
LOAN003686,No,
LOAN003687,No,
LOAN003688,No,
LOAN003689,Yes,21/02/2024
LOAN003690,No,
LOAN003691,Yes,02/12/2025
LOAN003692,No,
LOAN003693,Yes,20/10/2026
LOAN003694,No,
LOAN003695,No,
LOAN003696,No,
LOAN003697,No,
LOAN003698,No,
LOAN003699,No,
LOAN003700,No,
LOAN003701,No,
LOAN003702,No,
LOAN003703,No,
LOAN003704,No,
LOAN003705,No,
LOAN003706,No,
LOAN003707,No,
LOAN003708,No,
LOAN003709,No,
LOAN003710,No,
LOAN003711,No,
LOAN003712,No,
LOAN003713,No,
LOAN003714,No,
LOAN003715,Yes,15/04/2023
LOAN003716,No,
LOAN003717,Yes,07/08/2023
LOAN003718,No,
LOAN003719,No,
LOAN003720,No,
LOAN003721,No,
LOAN003722,No,
LOAN003723,No,
LOAN003724,No,
LOAN003725,No,
LOAN003726,No,
LOAN003727,No,
LOAN003728,No,
LOAN003729,No,
LOAN003730,No,
LOAN003731,No,
LOAN003732,No,
LOAN003733,No,
LOAN003734,No,
LOAN003735,No,
LOAN003736,No,
LOAN003737,No,
LOAN003738,No,
LOAN003739,Yes,2023-06-22
LOAN003740,No,
LOAN003741,No,
LOAN003742,No,
LOAN003743,No,
LOAN003744,No,
LOAN003745,No,
LOAN003746,Yes,12/11/2025
LOAN003747,No,
LOAN003748,No,
LOAN003749,No,
LOAN003750,No,
LOAN003751,No,
LOAN003752,No,
LOAN003753,No,
LOAN003754,No,
LOAN003755,No,
LOAN003756,No,
LOAN003757,No,
LOAN003758,No,
LOAN003759,No,
LOAN003760,No,
LOAN003761,No,
LOAN003762,No,
LOAN003763,No,
LOAN003764,No,
LOAN003765,No,
LOAN003766,No,
LOAN003767,No,
LOAN003768,Yes,08/03/2026
LOAN003769,No,
LOAN003770,No,
LOAN003771,No,
LOAN003772,No,
LOAN003773,No,
LOAN003774,No,
LOAN003775,No,
LOAN003776,No,
LOAN003777,No,
LOAN003778,No,
LOAN003779,No,
LOAN003780,Yes,12/03/2028
LOAN003781,No,
LOAN003782,No,
LOAN003783,No,
LOAN003784,No,
LOAN003785,No,
LOAN003786,No,
LOAN003787,No,
LOAN003788,No,
LOAN003789,Yes,10/05/2026
LOAN003790,Yes,22/05/2026
LOAN003791,No,
LOAN003792,No,
LOAN003793,No,
LOAN003794,No,
LOAN003795,No,
LOAN003796,No,
LOAN003797,No,
LOAN003798,No,
LOAN003799,No,
LOAN003800,No,
LOAN003801,No,
LOAN003802,No,
LOAN003803,No,
LOAN003804,No,
LOAN003805,No,
LOAN003806,No,
LOAN003807,No,
LOAN003808,No,
LOAN003809,No,
LOAN003810,No,
LOAN003811,No,
LOAN003812,Yes,17/03/2023
LOAN003813,No,
LOAN003814,No,
LOAN003815,No,
LOAN003816,No,
LOAN003817,No,
LOAN003818,Yes,07/07/2024
LOAN003819,No,
LOAN003820,No,
LOAN003821,No,
LOAN003822,No,
LOAN003823,No,
LOAN003824,No,
LOAN003825,Yes,2026-07-31
LOAN003826,No,
LOAN003827,Yes,2026-08-16
LOAN003828,No,
LOAN003829,No,
LOAN003830,No,
LOAN003831,No,
LOAN003832,No,
LOAN003833,No,
LOAN003834,Yes,04/02/2026
LOAN003835,No,
LOAN003836,No,
LOAN003837,No,
LOAN003838,No,
LOAN003839,No,
LOAN003840,No,
LOAN003841,No,
LOAN003842,Yes,2023-07-24
LOAN003843,No,
LOAN003844,No,
LOAN003845,No,
LOAN003846,No,
LOAN003847,No,
LOAN003848,No,
LOAN003849,No,
LOAN003850,No,
LOAN003851,No,
LOAN003852,No,
LOAN003853,No,
LOAN003854,No,
LOAN003855,No,
LOAN003856,No,
LOAN003857,No,
LOAN003858,Yes,2026-04-26
LOAN003859,No,
LOAN003860,Yes,06/10/2025
LOAN003861,No,
LOAN003862,No,
LOAN003863,No,
LOAN003864,No,
LOAN003865,No,
LOAN003866,No,
LOAN003867,No,
LOAN003868,No,
LOAN003869,Yes,2023-02-07
LOAN003870,No,
LOAN003871,No,
LOAN003872,No,
LOAN003873,No,
LOAN003874,No,
LOAN003875,No,
LOAN003876,No,
LOAN003877,No,
LOAN003878,No,
LOAN003879,Yes,2024-09-18
LOAN003880,No,
LOAN003881,No,
LOAN003882,No,
LOAN003883,No,
LOAN003884,No,
LOAN003885,No,
LOAN003886,No,
LOAN003887,No,
LOAN003888,No,
LOAN003889,No,
LOAN003890,Yes,06/09/2022
LOAN003891,No,
LOAN003892,No,
LOAN003893,Yes,08/08/2023
LOAN003894,No,
LOAN003895,No,
LOAN003896,No,
LOAN003897,No,
LOAN003898,No,
LOAN003899,No,
LOAN003900,No,
LOAN003901,Yes,20/05/2028
LOAN003902,Yes,2024-10-14
LOAN003903,No,
LOAN003904,No,
LOAN003905,No,
LOAN003906,No,
LOAN003907,Yes,20/03/2027
LOAN003908,No,
LOAN003909,No,
LOAN003910,No,
LOAN003911,No,
LOAN003912,No,
LOAN003913,No,
LOAN003914,No,
LOAN003915,No,
LOAN003916,No,
LOAN003917,No,
LOAN003918,No,
LOAN003919,No,
LOAN003920,Yes,2022-05-07
LOAN003921,No,
LOAN003922,No,
LOAN003923,No,
LOAN003924,No,
LOAN003925,No,
LOAN003926,No,
LOAN003927,No,
LOAN003928,No,
LOAN003929,No,
LOAN003930,No,
LOAN003931,No,
LOAN003932,No,
LOAN003933,No,
LOAN003934,No,
LOAN003935,No,
LOAN003936,No,
LOAN003937,No,
LOAN003938,No,
LOAN003939,No,
LOAN003940,No,
LOAN003941,No,
LOAN003942,No,
LOAN003943,Yes,2023-08-11
LOAN003944,No,
LOAN003945,No,
